Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
4,7801.0,5892.0,7760.0,7586.0,7620.0,4991.0,318.0,1710.0,642.0,1068.0,3003.0,516.0,3853.0,5563.0,82.0,402.0,162.0,1024.0,5395.0,913,297.0,70.0,71.0,1.0,72.0,1591.0,15.0,26170.0,203088.0,5072.0,6867.0,0.0,0.0,0.0,6702.0,6585.0,63.0,380.0,379.0,142.0,0,0,0,0,0,5460.0
5,15556.0,14154.0,14957.0,15264.0,15421.0,4805.0,216.0,264.0,260.0,4.0,7833.0,195.0,14264.0,14528.0,237.0,3386.0,173.0,1741.0,14315.0,987,591.0,323.0,508.0,4643.0,5151.0,4657.0,97.0,22330.0,142629.0,14065.0,14938.0,0.0,0.0,0.0,14918.0,14911.0,272.0,133.0,5511.0,171.0,850888,608288,374993,59838,421215,14384.0
6,39219.0,38212.0,38549.0,38859.0,38860.0,27797.0,1263.0,345.0,230.0,115.0,15063.0,3019.0,29714.0,30059.0,1196.0,9246.0,363.0,4418.0,29609.0,960,699.0,574.0,127.0,7377.0,7504.0,6515.0,319.0,18362.0,56609.0,29049.0,32387.0,635.0,409.0,374.0,31874.0,32636.0,32.0,21164.0,29152.0,196.0,3647435,2610056,1349103,351690,1955679,29766.0
7,35229.0,33156.0,34610.0,35971.0,42408.0,27446.0,324.0,431.0,155.0,276.0,18490.0,189.0,23669.0,24100.0,268.0,2416.0,475.0,2484.0,23711.0,939,503.0,319.0,4.0,2365.0,2369.0,7299.0,8.0,27476.0,69285.0,21611.0,34110.0,183.0,92.0,48.0,33407.0,33377.0,39.0,936.0,2061.0,66.0,1795935,1212962,489343,588180,789613,23867.0
8,19656.0,19054.0,19328.0,19186.0,19081.0,13752.0,158.0,733.0,641.0,92.0,10885.0,811.0,14084.0,14817.0,27.0,1272.0,403.0,2152.0,14144.0,954,1693.0,292.0,12.0,617.0,629.0,4896.0,0.0,15687.0,86215.0,10590.0,16451.0,37.0,7.0,26.0,15304.0,15173.0,328.0,2077.0,6363.0,152.0,911727,554439,307262,235362,374222,14523.0
9,13853.0,13412.0,12911.0,13644.0,13853.0,7409.0,336.0,373.0,363.0,10.0,9307.0,62.0,10086.0,10459.0,150.0,443.0,305.0,787.0,10178.0,905,1211.0,509.0,1002.0,732.0,1734.0,4477.0,0.0,55908.0,394897.0,11480.0,11831.0,0.0,0.0,0.0,12841.0,12841.0,14.0,315.0,2564.0,244.0,0,0,0,0,0,10200.0
10,19934.0,16914.0,19394.0,18909.0,20575.0,18136.0,344.0,510.0,23.0,487.0,14397.0,3211.0,16031.0,16541.0,37.0,852.0,399.0,2199.0,16013.0,961,762.0,73.0,117.0,1870.0,1987.0,3156.0,20.0,10181.0,40695.0,13077.0,17306.0,0.0,0.0,0.0,17397.0,17294.0,0.0,1168.0,154.0,154.0,0,0,0,0,0,16261.0
11,30511.0,28700.0,30511.0,31858.0,30511.0,21259.0,546.0,914.0,882.0,32.0,16032.0,110.0,23708.0,24622.0,313.0,3973.0,381.0,903.0,24132.0,983,757.0,268.0,93.0,2644.0,2737.0,11855.0,373.0,31058.0,127095.0,24159.0,28744.0,0.0,0.0,0.0,30865.0,29927.0,184.0,1274.0,12882.0,83.0,1317693,899895,377141,196845,744639,24398.0
12,15383.0,12842.0,14354.0,12370.0,14537.0,9867.0,353.0,1122.0,692.0,430.0,8861.0,1277.0,10780.0,11902.0,178.0,1316.0,387.0,1324.0,11249.0,915,463.0,62.0,2.0,378.0,380.0,1898.0,0.0,14803.0,64486.0,7058.0,12671.0,0.0,0.0,1.0,12861.0,12734.0,221.0,481.0,597.0,206.0,698515,453106,168827,156724,376975,11643.0
13,20405.0,19554.0,19870.0,20070.0,20390.0,8150.0,259.0,518.0,232.0,286.0,12086.0,1131.0,16432.0,16950.0,85.0,1644.0,379.0,1009.0,16670.0,945,827.0,154.0,207.0,7821.0,8028.0,4333.0,0.0,54112.0,268505.0,17666.0,19213.0,245.0,198.0,179.0,17959.0,18018.0,8.0,449.0,7886.0,292.0,1131569,731805,362691,189462,581846,16667.0
14,29317.0,25928.0,29099.0,26944.0,26810.0,16993.0,566.0,1451.0,952.0,499.0,18868.0,129.0,22034.0,23485.0,1900.0,1721.0,684.0,4122.0,22230.0,934,725.0,149.0,28.0,4770.0,4798.0,7669.0,13.0,21224.0,89438.0,20461.0,22629.0,0.0,0.0,0.0,25123.0,25098.0,418.0,2807.0,8724.0,599.0,1623240,1074471,514451,225042,884429,22977.0
15,53661.0,42581.0,49010.0,48199.0,49959.0,18472.0,308.0,2085.0,515.0,1570.0,22517.0,8908.0,41253.0,43338.0,4354.0,9389.0,849.0,5539.0,39380.0,962,602.0,362.0,635.0,5705.0,6340.0,6734.0,0.0,31706.0,124631.0,54545.0,58940.0,8.0,8.0,9.0,55837.0,55853.0,666.0,1888.0,4101.0,130.0,4716582,3257691,1440899,639291,2645742,43107.0
16,38488.0,33221.0,36646.0,35380.0,38488.0,24653.0,1415.0,2580.0,1513.0,1067.0,22615.0,4426.0,30652.0,33232.0,2197.0,1577.0,529.0,1960.0,32604.0,860,1157.0,689.0,248.0,3750.0,3998.0,6200.0,41.0,43537.0,140275.0,22514.0,32225.0,700.0,689.0,739.0,32631.0,32619.0,582.0,2298.0,4225.0,414.0,1682348,1116132,615347,306742,794791,32628.0
17,25110.0,23719.0,25257.0,23451.0,25221.0,15454.0,1447.0,780.0,484.0,296.0,13366.0,878.0,19088.0,19868.0,799.0,2097.0,523.0,1927.0,19222.0,943,989.0,344.0,103.0,703.0,806.0,2703.0,104.0,41388.0,140544.0,18719.0,24563.0,93.0,82.0,152.0,23731.0,22050.0,83.0,5458.0,2048.0,130.0,2581503,1385386,631567,634118,1327862,19548.0
1,22409.0,20962.0,20810.0,5835.0,23541.0,14803.0,557.0,624.0,510.0,114.0,15551.0,0.0,16856.0,17480.0,736.0,606.0,568.0,1654.0,16846.0,959,1000.0,433.0,220.0,1105.0,1325.0,5984.0,64.0,31191.0,91061.0,15336.0,18126.0,0.0,0.0,0.0,17466.0,17464.0,159.0,3440.0,2431.0,271.0,1481239,789477,387549,367080,730586,17059.0
3,8136.0,6751.0,6874.0,1044.0,8136.0,8514.0,175.0,1034.0,144.0,890.0,4806.0,173.0,4812.0,5846.0,199.0,0.0,117.0,1045.0,5746.0,972,431.0,142.0,243.0,299.0,542.0,1429.0,0.0,25121.0,136510.0,4192.0,6081.0,0.0,0.0,0.0,5792.0,5789.0,74.0,855.0,750.0,153.0,3164859,2055124,972373,510226,1693750,5760.0
