Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
10,44610,26294.0,31312,9594,39879,22832.0,169.0,1164,622.0,542,28975,27070.0,33777,34941,1981.0,1289.0,381,4074,34886.0,868,476.0,98.0,11.0,2275,2286,4055,0.0,41815,224266,27572,40270,0,0,0,38016,37565,152.0,48.0,7084.0,186.0,1473006,980714,244322,378303,891099,35868
11,20906,10424.0,16575,3837,14590,11466.0,46.0,43,12.0,31,13835,12647.0,18330,18373,581.0,2606.0,243,764,14717.0,814,245.0,164.0,18.0,3524,3542,2750,0.0,20742,135091,12243,19651,25,1,23,17325,17300,7.0,579.0,308.0,57.0,889286,570088,168544,159006,564958,18236
12,16638,8558.0,14382,1513,12809,11124.0,353.0,38,15.0,23,11400,7220.0,12091,12129,293.0,352.0,127,1754,11870.0,954,527.0,131.0,52.0,760,812,4038,0.0,32531,148194,8649,11874,38,28,56,12959,12848,636.0,900.0,513.0,120.0,532203,351654,104271,192790,259962,12058
13,34012,14451.0,25806,6203,22784,7568.0,3.0,2836,707.0,2129,16198,15582.0,20820,23656,42.0,562.0,287,1249,22253.0,907,243.0,9.0,13.0,1542,1555,4050,0.0,35636,130582,15280,27974,221,41,127,26204,25982,181.0,42.0,2229.0,164.0,0,0,0,0,0,23797
14,58572,43418.0,44065,10946,47575,30104.0,494.0,1519,993.0,526,35889,31316.0,47002,48521,899.0,3471.0,701,1809,42862.0,961,190.0,150.0,56.0,20942,20998,6283,38.0,24213,97350,32616,49623,33,0,0,44210,43565,0.0,1985.0,2432.0,195.0,1850580,1235160,216575,486629,1182146,48219
15,47567,17960.0,36891,3738,33520,31540.0,193.0,3049,1101.0,1948,32210,31016.0,34771,37820,128.0,726.0,741,2941,35835.0,950,1365.0,434.0,195.0,1097,1292,10964,116.0,53348,206303,23026,38057,0,0,14,39200,39034,115.0,259.0,8950.0,445.0,1234924,659342,262663,334605,648040,37704
16,54824,26453.0,51587,7673,42990,24479.0,1150.0,1412,621.0,791,21852,16351.0,38641,40053,2156.0,6272.0,571,4029,36885.0,941,2076.0,250.0,43.0,4603,4646,6101,837.0,33904,171646,36994,40724,776,285,366,49746,49692,1198.0,8931.0,110041.0,285.0,2503415,1756172,579668,359545,1566742,39638
17,83788,45385.0,61824,14996,45047,30871.0,214.0,1854,563.0,1291,40637,35329.0,66919,68773,5086.0,2207.0,489,3861,67281.0,923,433.0,279.0,367.0,5634,6001,16204,173.0,128545,392053,55789,75509,35,17,30,77477,77125,1665.0,35662.0,20635.0,233.0,2994625,2210170,759321,428448,1810439,68613
18,35476,21117.0,24703,13565,13642,15436.0,80.0,1797,490.0,1307,29121,12950.0,30351,32148,1067.0,481.0,636,2764,29545.0,914,475.0,342.0,6.0,2773,2779,4436,105.0,10923,71981,19786,31063,0,0,1,27750,27661,192.0,254.0,2083.0,165.0,1309166,676565,352366,216264,745334,31748
1,56498,34675.0,44859,10891,34676,16227.0,226.0,1840,701.0,1139,27330,23189.0,46114,47954,368.0,1201.0,198,2287,44961.0,902,1677.0,227.0,106.0,7704,7810,3424,1285.0,35114,194900,28153,50441,38,24,41,10826,39326,712.0,387.0,7819.0,245.0,2288307,1595214,414635,453438,1458476,47871
2,31254,13370.0,27048,4881,35668,8304.0,90.0,1454,542.0,912,92,92.0,22042,23496,12.0,0.0,260,1254,22683.0,896,226.0,142.0,60.0,3714,3774,5229,0.0,18188,132536,13173,23133,349,278,361,3325,16133,336.0,15.0,2783.0,151.0,1265063,795636,200302,309084,779648,23134
3,42212,26728.0,31424,6010,31801,14756.0,106.0,1698,759.0,939,8136,4961.0,34861,36559,497.0,3175.0,333,2007,35683.0,886,425.0,275.0,27.0,6663,6690,7303,204.0,24389,240849,24137,38167,10,0,9,3391,25583,123.0,172.0,4510.0,140.0,1773835,1145570,306927,369754,1120352,36346
4,70322,20853.0,60145,10047,38496,7084.0,38.0,1398,466.0,932,39669,24102.0,56041,57439,1938.0,7329.0,358,958,30030.0,920,121.0,9.0,37.0,4228,4265,1440,4.0,33335,169003,25037,56116,26,17,25,3434,48499,117.0,1685.0,1411.0,33.0,2905920,2043756,588176,438087,1918742,57182
5,39745,30799.0,34107,6078,30989,22785.0,145.0,859,335.0,524,2866,2787.0,27499,28358,86.0,602.0,459,2537,27731.0,950,1805.0,117.0,3.0,2953,2956,3933,59.0,21802,185703,16324,29806,0,0,7,0,19547,656.0,1094.0,7157.0,366.0,1081413,659804,147185,454644,548151,28078
6,42334,20740.0,30754,7990,42191,14196.0,137.0,666,64.0,602,0,0.0,31069,31735,300.0,0.0,585,1668,31109.0,922,147.0,81.0,43.0,5385,5428,3305,0.0,14223,197480,15971,31582,125,104,66,3508,29684,29.0,707.0,5505.0,70.0,1570133,1084111,144242,711247,847562,31632
7,61561,26913.0,45234,8862,55549,19375.0,267.0,5522,2386.0,3136,11630,3195.0,42409,47931,379.0,3659.0,421,1597,43982.0,879,396.0,112.0,51.0,9679,9730,7436,1.0,32252,352411,23398,57235,94,17,31,8939,47939,171.0,364.0,12752.0,190.0,2913276,1948646,472168,1031173,1524207,47296
8,39251,30829.0,34182,7521,33504,31086.0,141.0,324,231.0,93,685,685.0,31837,32161,411.0,53.0,504,1947,31054.0,950,284.0,145.0,87.0,3985,4072,7163,0.0,25842,287909,20229,33186,83,71,104,2625,31307,1429.0,1436.0,3282.0,127.0,1538595,862525,233685,463881,873176,31856
9,27737,15567.0,15873,705,8856,25309.0,443.0,1982,543.0,1439,1027,586.0,17355,19337,762.0,310.0,378,3837,18652.0,940,1611.0,453.0,131.0,1665,1796,5883,69.0,35990,323253,13992,20273,0,0,0,3720,24444,237.0,910.0,4514.0,236.0,846991,553836,200521,206235,452565,19074
10,46556,32227.0,33933,9023,45396,23139.0,290.0,706,251.0,455,6673,6673.0,35417,36123,1974.0,1488.0,331,5438,36793.0,852,435.0,124.0,36.0,6085,6121,6466,884.0,41815,511541,26383,42246,13,2,35,8037,30343,320.0,2121.0,4805.0,158.0,1433430,975394,232699,387541,863016,37208
11,21380,11938.0,17514,4015,12406,16228.0,24.0,28,8.0,20,4453,2447.0,18481,18509,865.0,2135.0,279,582,16724.0,818,306.0,369.0,18.0,3820,3838,3378,0.0,20742,134154,13843,20996,28,29,88,886,15149,116.0,1263.0,308.0,38.0,921941,607261,173159,168050,584892,18439
12,17318,12563.0,15579,1750,16332,12930.0,886.0,86,54.0,32,584,361.0,11070,11156,297.0,119.0,119,1537,11001.0,922,700.0,110.0,16.0,864,880,4087,0.0,32531,255210,7381,10938,13,8,13,3459,13296,862.0,370.0,363.0,88.0,544941,369874,104484,209130,263363,11082
