"Table name
","Statecode
","Disttcode
",Areaname,Total/,Educational level,"Present age
",Total women ,Total ever married women,0,1,2,3,4,5,6,7+,P,M,F
F0324,24,000,State -  GUJARAT,Rural,Literate but below primary,70-74,31368,31116,2499,2153,3572,5087,6214,4947,3278,3366,120293,64020,56273
F0324,24,000,State -  GUJARAT,Rural,Literate but below primary,75-79,15896,15770,1336,1071,1558,2222,2782,2613,1880,2308,64544,34396,30148
F0324,24,000,State -  GUJARAT,Rural,Literate but below primary,80+,17668,17274,1688,1338,1903,2269,2581,2365,1998,3132,71221,37825,33396
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,All Ages,2904700,1469088,286085,233013,404340,302880,145968,56605,22620,17577,3090529,1629199,1461330
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,Less than 15,997779,24102,20486,1029,2587,0,0,0,0,0,6203,3419,2784
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,15-19,453450,102770,78387,17323,4248,1442,1370,0,0,0,35625,19034,16591
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,20-24,349155,267273,100400,90021,56642,14749,3232,834,425,970,274578,143253,131325
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,25-29,265606,252769,34351,53521,95218,49376,14665,3422,999,1217,483794,252280,231514
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,30-34,220087,215767,16289,23558,78745,60129,24628,8033,2600,1785,530047,278396,251651
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,35-39,169661,167673,9505,14916,56734,49506,23426,8699,3048,1839,446664,236158,210506
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,40-44,136854,135600,6946,10267,42029,42054,21244,8107,3010,1943,379120,200507,178613
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,45-49,99976,99060,5145,7570,27483,30603,16777,6968,2663,1851,286705,151464,135241
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,50-54,71817,71248,3927,4885,17108,22050,13475,5770,2398,1635,215127,114184,100943
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,55-59,50691,50302,3036,3507,10225,14587,10568,4750,2087,1542,158265,84446,73819
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,60-64,35039,33537,2483,2293,5734,8766,7232,3893,1818,1318,109595,58221,51374
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,65-69,20216,19323,1543,1348,2785,4417,4299,2619,1319,993,66098,35232,30866
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,70-74,12909,12628,1178,914,1661,2326,2654,1807,1061,1027,45212,24128,21084
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,75-79,5905,5806,522,427,760,988,1090,840,573,606,21647,11548,10099
F0324,24,000,State -  GUJARAT,Rural,Primary but below middle,80+,7318,6424,825,625,1013,993,896,716,549,807,22481,11893,10588
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,All Ages,1204519,597859,138985,115971,187004,99502,36700,11908,4159,3630,1048298,556232,492066
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,Less than 15,269644,8831,6619,688,1524,0,0,0,0,0,3736,2104,1632
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,15-19,320101,50292,40257,7421,1633,504,477,0,0,0,14107,7507,6600
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,20-24,182778,125114,50793,43759,23873,4759,1036,320,168,406,115610,60311,55299
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,25-29,126344,116863,18712,30283,45133,16650,4199,1017,341,528,198701,104135,94566
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,30-34,100882,98176,8647,13835,42415,22302,7385,2338,658,596,215550,113964,101586
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,35-39,70392,69173,4584,7676,28733,18107,6682,2136,750,505,165335,88488,76847
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,40-44,52700,51983,3094,5188,20469,14675,5618,1878,589,472,129214,69387,59827
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,45-49,33406,32952,2051,3102,11649,9791,4145,1411,473,330,84830,45456,39374
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,50-54,18884,18663,1293,1636,5597,5758,2841,938,376,224,50163,26950,23213
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,55-59,11889,11722,935,977,2886,3620,1977,822,305,200,32994,17546,15448
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,60-64,7163,6617,616,544,1344,1880,1311,539,220,163,19385,10322,9063
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,65-69,3282,2663,360,201,478,634,532,244,140,74,7816,4169,3647
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,70-74,1283,1169,166,121,231,226,193,116,62,54,3402,1851,1551
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,75-79,557,506,79,45,94,111,66,49,29,33,1518,826,692
F0324,24,000,State -  GUJARAT,Rural,Middle but below matric or secondary,80+,1458,1021,216,131,287,160,102,57,34,34,2352,1264,1088
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,All Ages,1421458,880371,202346,197560,299789,121476,39297,11573,4030,4300,1435117,770723,664394
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,15-19,420898,52984,44149,6084,1704,541,506,0,0,0,13139,7197,5942
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,20-24,307599,167998,84096,55758,22306,3786,1016,347,196,493,122441,64532,57909
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,25-29,202181,181703,35098,63123,62850,15213,3431,850,332,806,260929,138551,122378
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,30-34,160051,155737,14317,30499,74893,25455,7083,1984,652,854,305757,164751,141006
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,35-39,122716,120460,8667,18070,57824,24880,7508,2215,719,577,258440,140352,118088
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,40-44,78631,77375,5212,9957,35557,18332,5729,1605,516,467,173848,94320,79528
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,45-49,50691,49851,3492,5940,21327,12731,4420,1246,422,273,115437,62460,52977
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,50-54,31917,31405,2382,3314,11445,9016,3579,1089,346,234,76945,41140,35805
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,55-59,19884,19471,1601,1950,5953,5804,2731,917,327,188,50212,26686,23526
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,60-64,11042,10789,1058,1046,2735,3138,1760,646,245,161,28925,15328,13597
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,65-69,5578,4742,653,441,1018,1262,801,365,121,81,12657,6643,6014
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,70-74,2282,2094,301,247,453,468,343,145,72,65,5583,3007,2576
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,75-79,980,892,179,102,159,176,131,67,43,35,2335,1198,1137
F0324,24,000,State -  GUJARAT,Rural,Matric or secondary but below graduate,80+,2043,1606,309,255,513,256,129,73,25,46,3459,1803,1656
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,All Ages,218280,155742,46702,50686,45145,9493,2194,674,264,584,187808,101792,86016
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,20-24,67624,26829,18935,6565,968,156,89,31,25,60,10085,5276,4809
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,25-29,61074,45654,16698,20892,6784,764,207,94,49,166,39652,21173,18479
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,30-34,34817,31708,5000,11585,12595,1829,375,122,54,148,45866,24819,21047
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,35-39,24160,22920,2457,5990,11489,2333,418,110,35,88,39094,21596,17498
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,40-44,13274,12600,1355,2746,6393,1613,330,86,32,45,22685,12545,10140
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,45-49,7404,7025,778,1355,3404,1132,249,63,15,29,13192,7173,6019
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,50-54,4151,3946,510,674,1773,731,182,48,18,10,7578,4060,3518
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,55-59,2420,2279,329,350,898,472,158,48,10,14,4606,2487,2119
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,60-64,1189,1102,182,143,362,260,108,29,11,7,2346,1230,1116
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,65-69,553,483,91,78,141,95,40,23,6,9,1030,538,492
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,70-74,275,218,63,35,59,30,15,8,5,3,394,209,185
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,75-79,111,93,18,16,23,20,7,5,2,2,202,102,100
F0324,24,000,State -  GUJARAT,Rural,Graduate and above,80+,339,265,78,75,79,17,9,3,2,2,362,199,163
F0324,24,000,State -  GUJARAT,Urban,Total,All Ages,12052982,7462958,1204981,1430187,2172699,1294500,699112,324730,164165,172584,16437246,8972012,7465234
F0324,24,000,State -  GUJARAT,Urban,Total,Less than 15,3026372,49301,30327,5297,13677,0,0,0,0,0,32651,18224,14427
F0324,24,000,State -  GUJARAT,Urban,Total,15-19,1094690,196146,139531,30867,13528,6131,6089,0,0,0,100672,54539,46133
F0324,24,000,State -  GUJARAT,Urban,Total,20-24,1219242,781544,342675,261550,126217,33290,9370,2907,1953,3582,704566,371615,332951
F0324,24,000,State -  GUJARAT,Urban,Total,25-29,1183401,1062273,222979,340351,321341,118822,38175,10287,3993,6325,1618694,862856,755838
F0324,24,000,State -  GUJARAT,Urban,Total,30-34,1045107,1004030,109854,205431,393218,179922,71986,24984,9555,9080,2074712,1120153,954559
F0324,24,000,State -  GUJARAT,Urban,Total,35-39,933829,911524,72975,143858,354870,193934,87545,34101,13874,10367,2120509,1156786,963723
F0324,24,000,State -  GUJARAT,Urban,Total,40-44,818771,803555,57782,108064,291513,187626,91521,37378,16266,13405,2009839,1108792,901047
F0324,24,000,State -  GUJARAT,Urban,Total,45-49,710433,699067,48753,92630,229263,169259,88550,38156,17188,15268,1827620,1015127,812493
F0324,24,000,State -  GUJARAT,Urban,Total,50-54,555817,546650,40914,68148,156084,132681,79707,36523,17271,15322,1504996,841269,663727
F0324,24,000,State -  GUJARAT,Urban,Total,55-59,424541,417395,33326,51142,103050,97592,66971,33245,16315,15754,1207133,669085,538048
F0324,24,000,State -  GUJARAT,Urban,Total,60-64,347799,339898,31435,41120,67482,71119,58271,33526,18162,18783,1048725,573116,475609
F0324,24,000,State -  GUJARAT,Urban,Total,65-69,236411,229645,22430,26637,38230,42926,39976,26114,15623,17709,757070,409809,347261
F0324,24,000,State -  GUJARAT,Urban,Total,70-74,179032,175151,18861,21019,25616,27949,28629,21520,14061,17496,602765,325003,277762
F0324,24,000,State -  GUJARAT,Urban,Total,75-79,95194,93240,10129,11172,12453,13363,14525,11737,8639,11222,334397,179396,155001
F0324,24,000,State -  GUJARAT,Urban,Total,80+,125454,119016,15182,15936,16701,14631,15194,13032,10674,17666,426377,229355,197022
F0324,24,000,State -  GUJARAT,Urban,Illiterate,All Ages,3387696,1777715,199357,209587,339357,371935,290966,166909,95100,104504,5407312,2938300,2469012
F0324,24,000,State -  GUJARAT,Urban,Illiterate,Less than 15,1498508,6303,2557,667,3079,0,0,0,0,0,6825,3733,3092
F0324,24,000,State -  GUJARAT,Urban,Illiterate,15-19,87132,32272,18462,6430,2974,1892,2514,0,0,0,28110,15335,12775
F0324,24,000,State -  GUJARAT,Urban,Illiterate,20-24,142696,120160,36562,36622,28927,11706,3790,1141,564,848,160246,83627,76619
F0324,24,000,State -  GUJARAT,Urban,Illiterate,25-29,165500,156884,21919,26891,46601,37127,16343,4997,1605,1401,342783,179911,162872
F0324,24,000,State -  GUJARAT,Urban,Illiterate,30-34,180070,174969,16065,16579,41554,49100,30434,12904,5190,3143,489029,257762,231267
F0324,24,000,State -  GUJARAT,Urban,Illiterate,35-39,194300,190539,13753,16217,39763,51721,36923,18283,8324,5555,582873,311451,271422
F0324,24,000,State -  GUJARAT,Urban,Illiterate,40-44,200655,197532,13182,16726,39472,51178,38718,20119,9956,8181,628254,343028,285226
F0324,24,000,State -  GUJARAT,Urban,Illiterate,45-49,190702,188427,12300,17385,35646,46135,36734,20184,10467,9576,613214,339238,273976
F0324,24,000,State -  GUJARAT,Urban,Illiterate,50-54,161561,159544,11773,14565,27728,36042,31173,18312,10144,9807,533172,298647,234525
F0324,24,000,State -  GUJARAT,Urban,Illiterate,55-59,129954,128540,9900,12220,20127,25835,25255,15914,9268,10021,446104,248427,197677
F0324,24,000,State -  GUJARAT,Urban,Illiterate,60-64,132262,130474,11918,13518,18412,22248,24036,16934,10675,12733,463984,254431,209553
F0324,24,000,State -  GUJARAT,Urban,Illiterate,65-69,99021,97606,8975,10000,12181,14712,17053,13433,9214,12038,365652,199329,166323
F0324,24,000,State -  GUJARAT,Urban,Illiterate,70-74,84163,82939,8651,9014,9918,10844,12850,11268,8337,12057,316523,171092,145431
F0324,24,000,State -  GUJARAT,Urban,Illiterate,75-79,41719,41138,4249,4414,4433,4939,5983,5500,4590,7030,163875,88228,75647
F0324,24,000,State -  GUJARAT,Urban,Illiterate,80+,64772,62272,7362,7287,6940,6989,8122,7352,6435,11785,246443,132820,113623
F0324,24,000,State -  GUJARAT,Urban,Literate,All Ages,8665286,5685243,1005624,1220600,1833342,922565,408146,157821,69065,68080,11029934,6033712,4996222
F0324,24,000,State -  GUJARAT,Urban,Literate,Less than 15,1527864,42998,27770,4630,10598,0,0,0,0,0,25826,14491,11335
F0324,24,000,State -  GUJARAT,Urban,Literate,15-19,1007558,163874,121069,24437,10554,4239,3575,0,0,0,72562,39204,33358
F0324,24,000,State -  GUJARAT,Urban,Literate,20-24,1076546,661384,306113,224928,97290,21584,5580,1766,1389,2734,544320,287988,256332
F0324,24,000,State -  GUJARAT,Urban,Literate,25-29,1017901,905389,201060,313460,274740,81695,21832,5290,2388,4924,1275911,682945,592966
F0324,24,000,State -  GUJARAT,Urban,Literate,30-34,865037,829061,93789,188852,351664,130822,41552,12080,4365,5937,1585683,862391,723292
F0324,24,000,State -  GUJARAT,Urban,Literate,35-39,739529,720985,59222,127641,315107,142213,50622,15818,5550,4812,1537636,845335,692301
F0324,24,000,State -  GUJARAT,Urban,Literate,40-44,618116,606023,44600,91338,252041,136448,52803,17259,6310,5224,1381585,765764,615821
F0324,24,000,State -  GUJARAT,Urban,Literate,45-49,519731,510640,36453,75245,193617,123124,51816,17972,6721,5692,1214406,675889,538517
F0324,24,000,State -  GUJARAT,Urban,Literate,50-54,394256,387106,29141,53583,128356,96639,48534,18211,7127,5515,971824,542622,429202
F0324,24,000,State -  GUJARAT,Urban,Literate,55-59,294587,288855,23426,38922,82923,71757,41716,17331,7047,5733,761029,420658,340371
F0324,24,000,State -  GUJARAT,Urban,Literate,60-64,215537,209424,19517,27602,49070,48871,34235,16592,7487,6050,584741,318685,266056
F0324,24,000,State -  GUJARAT,Urban,Literate,65-69,137390,132039,13455,16637,26049,28214,22923,12681,6409,5671,391418,210480,180938
F0324,24,000,State -  GUJARAT,Urban,Literate,70-74,94869,92212,10210,12005,15698,17105,15779,10252,5724,5439,286242,153911,132331
F0324,24,000,State -  GUJARAT,Urban,Literate,75-79,53475,52102,5880,6758,8020,8424,8542,6237,4049,4192,170522,91168,79354
F0324,24,000,State -  GUJARAT,Urban,Literate,80+,60682,56744,7820,8649,9761,7642,7072,5680,4239,5881,179934,96535,83399
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,All Ages,1397294,654687,78299,83233,151139,150484,98298,48026,23565,21643,1782646,973451,809195
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,Less than 15,686904,6583,4881,397,1305,0,0,0,0,0,3007,1641,1366
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,15-19,47929,13191,8119,2484,1118,721,749,0,0,0,9879,5406,4473
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,20-24,58363,46683,15219,14873,11024,3843,1032,288,138,266,56843,29750,27093
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,25-29,63701,59853,8599,11269,20505,12940,4652,1120,353,415,120824,63992,56832
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,30-34,67320,65320,5958,6896,20129,18777,8744,3053,1054,709,165747,88566,77181
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,35-39,69395,68078,4775,6327,19060,20184,10962,4186,1634,950,186947,100822,86125
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,40-44,70811,69718,4600,6347,18255,20703,11754,4818,1926,1315,197910,109221,88689
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,45-49,68609,67847,4378,6792,16491,19637,11852,5007,2030,1660,196394,109981,86413
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,50-54,59554,58845,4070,5575,12781,16077,11182,5175,2281,1704,177185,99971,77214
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,55-59,48766,48272,3439,5068,9236,11715,9715,4903,2253,1943,150972,84278,66694
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,60-64,45232,44539,3752,4856,7227,9295,9044,5353,2671,2341,144696,79543,65153
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,65-69,35252,34708,3032,3805,4849,6312,6883,4659,2633,2535,118948,64129,54819
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,70-74,29493,29085,2811,3334,3653,4597,5432,4087,2540,2631,102650,55551,47099
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,75-79,18608,18368,1743,2097,2258,2483,3114,2622,1952,2099,67759,36087,31672
F0324,24,000,State -  GUJARAT,Urban,Literate but below primary,80+,21032,20466,2320,2670,2521,2583,2809,2555,2016,2992,75475,40379,35096
F0324,24,000,State -  GUJARAT,Urban,Primary but below middle,All Ages,2083742,1303635,198322,206190,371610,284325,143830,56476,23428,19454,2953515,1605959,1347556
F0324,24,000,State -  GUJARAT,Urban,Primary but below middle,Less than 15,573678,21327,14792,1937,4598,0,0,0,0,0,11133,6224,4909
F0324,24,000,State -  GUJARAT,Urban,Primary but below middle,15-19,191774,44733,31230,7935,2962,1381,1225,0,0,0,22902,12224,10678
F0324,24,000,State -  GUJARAT,Urban,Primary but below middle,20-24,207371,158464,56922,56071,33365,8483,1994,536,370,723,166598,87847,78751
